"","query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","evidence_codes","intersection"
"34","query_1",TRUE,0.84953123647992,21,98,3,0.0306122448979592,0.142857142857143,"GO:0006790","goslim_names","sulfur compound metabolic process",784,24,"X,X,X","AMD1,PHGDH,HSD17B4"
"35","query_1",TRUE,0.84953123647992,35,98,4,0.0408163265306122,0.114285714285714,"GO:0006260","goslim_names","DNA replication",784,11,"X,X,X,X","LPIN1,GTPBP4,RNASEH1,ORC6"
"36","query_1",TRUE,0.84953123647992,168,98,20,0.204081632653061,0.119047619047619,"GO:0006355","goslim_names","regulation of transcription, DNA-templated",784,16,"X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X","FOXC1,ITGA6,RNF8,ADIRF,CEBPG,ESR1,CRYAB,GATA3,MED13L,LPIN1,ELF1,WWP1,ZFTA,ELF5,CDK17,CXXC5,FOXP1,CDCA7,CDK6,TP53INP1"
"38","query_1",TRUE,0.84953123647992,22,98,3,0.0306122448979592,0.136363636363636,"GO:0006520","goslim_names","cellular amino acid metabolic process",784,20,"X,X,X","PHGDH,SHMT2,PSAT1"
"40","query_1",TRUE,0.84953123647992,32,98,5,0.0510204081632653,0.15625,"GO:0006091","goslim_names","generation of precursor metabolites and energy",784,10,"X,X,X,X,X","PHGDH,SRD5A1,IL6ST,MSH2,SHMT2"
"41","query_1",TRUE,0.84953123647992,20,98,3,0.0306122448979592,0.15,"GO:0003013","goslim_names","circulatory system process",784,6,"X,X,X","FOXC1,STK39,DSC2"
"42","query_1",TRUE,0.84953123647992,41,98,5,0.0510204081632653,0.121951219512195,"GO:0006281","goslim_names","DNA repair",784,12,"X,X,X,X,X","RNF8,RAD51AP1,CEBPG,MSH2,SMC6"
"43","query_1",TRUE,0.84953123647992,99,98,15,0.153061224489796,0.151515151515152,"GO:0007010","goslim_names","cytoskeleton organization",784,30,"X,X,X,X,X,X,X,X,X,X,X,X,X,X,X","ANLN,CDC20,MAD2L1,IQCJ-SCHIP1,NDC80,TMSB15A,CRYAB,KIF2C,RHOB,TMSB15B,EVL,ASPM,GPSM2,AIF1L,VPS54"
"44","query_1",TRUE,0.84953123647992,21,98,3,0.0306122448979592,0.142857142857143,"GO:0007018","goslim_names","microtubule-based movement",784,31,"X,X,X","KIF2C,MREG,KIF1B"
"45","query_1",TRUE,0.84953123647992,52,98,8,0.0816326530612245,0.153846153846154,"GO:0007059","goslim_names","chromosome segregation",784,34,"X,X,X,X,X,X,X,X","CDC20,MAD2L1,BUB1B,NDC80,KIF2C,SMC6,CENPN,CENPW"
"48","query_1",TRUE,0.84953123647992,27,98,4,0.0408163265306122,0.148148148148148,"GO:0006914","goslim_names","autophagy",784,27,"X,X,X,X","LGALS8,PLAA,LRBA,TP53INP1"
"49","query_1",TRUE,0.946650071081477,46,98,4,0.0408163265306122,0.0869565217391304,"GO:0061024","goslim_names","membrane organization",784,63,"X,X,X,X","LPIN1,VAV3,CERT1,RABEP1"
"50","query_1",TRUE,0.946650071081477,23,98,2,0.0204081632653061,0.0869565217391304,"GO:0000910","goslim_names","cytokinesis",784,2,"X,X","ANLN,RHOB"
"52","query_1",TRUE,0.946650071081477,66,98,6,0.0612244897959184,0.0909090909090909,"GO:0016071","goslim_names","mRNA metabolic process",784,39,"X,X,X,X,X,X","LSM4,IGF2BP3,RBMX2,CEBPG,DKC1,IGF2BP2"
"55","query_1",TRUE,0.946650071081477,178,98,20,0.204081632653061,0.112359550561798,"GO:0006351","goslim_names","transcription, DNA-templated",784,15,"X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X","FOXC1,ITGA6,RNF8,ADIRF,CEBPG,ESR1,CRYAB,GATA3,MED13L,LPIN1,ELF1,WWP1,ZFTA,ELF5,CDK17,CXXC5,FOXP1,CDCA7,CDK6,TP53INP1"
"57","query_1",TRUE,0.946650071081477,216,98,23,0.23469387755102,0.106481481481481,"GO:0036211","goslim_names","protein modification process",784,51,"X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X","PJA2,TRIM2,STK39,CDC20,RNF8,MAD2L1,SKP2,PUM3,BUB1B,IL6ST,PLAA,GATA3,VLDLR,WWP1,SHMT2,ARMT1,GTPBP4,KCTD9,CDK17,CDK6,B3GNT5,SPOPL,CSNK1G3"
"58","query_1",TRUE,0.946650071081477,28,98,2,0.0204081632653061,0.0714285714285714,"GO:0007005","goslim_names","mitochondrion organization",784,29,"X,X","LRBA,CERT1"
"59","query_1",TRUE,0.972539805913593,55,98,4,0.0408163265306122,0.0727272727272727,"GO:0006325","goslim_names","chromatin organization",784,14,"X,X,X,X","RNF8,ESR1,GATA3,CENPW"
"60","query_1",TRUE,0.972539805913593,67,98,5,0.0510204081632653,0.0746268656716418,"GO:1901135","goslim_names","carbohydrate derivative metabolic process",784,72,"X,X,X,X,X","FOXC1,AMD1,HSD17B4,UCK2,B3GNT5"
"61","query_1",TRUE,0.993020579989879,42,98,2,0.0204081632653061,0.0476190476190476,"GO:0006886","goslim_names","intracellular protein transport",784,25,"X,X","RHOB,MLPH"
